,noc_code,position,low_wage,median_wage,high_wage,position_detail_link
282,(63211),"Estheticians, electrologists and related occupations     ",17.4,20.0,47.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/14043/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
283,(64100),Retail salespersons and visual merchandisers     ,17.4,18.0,32.44,https://www.jobbank.gc.ca/marketreport/wages-occupation/21328/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
284,(64101),Sales and account representatives - wholesale trade (non-technical)     ,19.5,33.0,54.67,https://www.jobbank.gc.ca/marketreport/wages-occupation/23181/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
285,(64200),"Tailors, dressmakers, furriers and milliners     ",17.4,20.48,33.24,https://www.jobbank.gc.ca/marketreport/wages-occupation/21607/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
286,(64201),"Image, social and other personal consultants     ",0.0,20.1,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/14018/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
287,(64300),Maîtres d'hôtel and hosts/hostesses     ,17.4,18.0,26.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/6635/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
288,(64301),Bartenders     ,17.4,20.0,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/16455/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
289,(64310),Travel counsellors     ,18.0,22.69,28.95,https://www.jobbank.gc.ca/marketreport/wages-occupation/6300/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
290,(64311),Pursers and flight attendants     ,25.0,34.55,64.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/20655/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
291,(64312),Airline ticket and service agents     ,18.0,22.0,41.2,https://www.jobbank.gc.ca/marketreport/wages-occupation/6312/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
292,(64313),"Ground and water transport ticket agents, cargo service representatives and related clerks     ",17.4,22.7,29.14,https://www.jobbank.gc.ca/marketreport/wages-occupation/6540/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
293,(64314),Hotel front desk clerks     ,17.4,19.5,28.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/6545/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
294,(64320),Tour and travel guides     ,17.4,21.55,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/6563/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
295,(64321),Casino workers     ,17.4,22.6,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/6610/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
296,(64322),Outdoor sport and recreational guides     ,18.5,24.73,36.88,https://www.jobbank.gc.ca/marketreport/wages-occupation/6599/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
297,(64400),Customer services representatives - financial institutions     ,18.0,21.49,28.57,https://www.jobbank.gc.ca/marketreport/wages-occupation/14140/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
298,(64401),Postal services representatives     ,17.4,27.0,28.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/296479/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
299,(64409),Other customer and information services representatives     ,17.4,24.0,33.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/15205/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
300,(64410),Security guards and related security service occupations     ,17.4,21.0,31.25,https://www.jobbank.gc.ca/marketreport/wages-occupation/25545/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
301,(65100),Cashiers     ,17.4,17.4,20.38,https://www.jobbank.gc.ca/marketreport/wages-occupation/24143/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
302,(65101),Service station attendants     ,17.4,17.4,28.9,https://www.jobbank.gc.ca/marketreport/wages-occupation/17200/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
303,(65102),"Store shelf stockers, clerks and order fillers     ",17.4,17.4,22.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/14273/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
304,(65109),Other sales related occupations     ,17.4,17.4,28.85,https://www.jobbank.gc.ca/marketreport/wages-occupation/2870/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
305,(65200),Food and beverage servers     ,17.4,20.0,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/6641/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
306,(65201),"Food counter attendants, kitchen helpers and related support occupations     ",17.4,17.4,21.94,https://www.jobbank.gc.ca/marketreport/wages-occupation/17215/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
307,(65202),Meat cutters and fishmongers – retail and wholesale     ,17.4,23.8,32.42,https://www.jobbank.gc.ca/marketreport/wages-occupation/296767/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
308,(65210),"Support occupations in accommodation, travel and facilities set-up services     ",17.4,21.5,35.45,https://www.jobbank.gc.ca/marketreport/wages-occupation/297423/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
309,(65211),"Operators and attendants in amusement, recreation and sport     ",17.4,18.8,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/779/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
310,(65220),Pet groomers and animal care workers     ,17.4,18.0,25.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/14237/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
311,(65229),Other support occupations in personal services     ,0.0,18.96051282051282,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/296084/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
312,(65310),Light duty cleaners     ,17.4,20.0,25.28,https://www.jobbank.gc.ca/marketreport/wages-occupation/14309/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
313,(65311),Specialized cleaners     ,17.4,22.0,28.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/14381/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
314,(65312),"Janitors, caretakers and heavy-duty cleaners     ",17.4,23.0,31.31,https://www.jobbank.gc.ca/marketreport/wages-occupation/14383/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
315,(65320),"Dry cleaning, laundry and related occupations     ",17.4,19.82,24.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/17309/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
316,(65329),Other service support occupations     ,17.4,17.5,25.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/14478/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
317,(70010),Construction managers     ,30.0,48.08,74.52,https://www.jobbank.gc.ca/marketreport/wages-occupation/24325/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
318,(70011),Home building and renovation managers     ,18.96051282051282,26.666666666666668,55.38461538461539,https://www.jobbank.gc.ca/marketreport/wages-occupation/297100/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
319,(70012),Facility operation and maintenance managers     ,25.2,43.75,68.86,https://www.jobbank.gc.ca/marketreport/wages-occupation/24374/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
320,(70020),Managers in transportation     ,31.25,57.44,73.08,https://www.jobbank.gc.ca/marketreport/wages-occupation/2164/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
321,(70021),Postal and courier services managers     ,17.4,31.08,53.75,https://www.jobbank.gc.ca/marketreport/wages-occupation/14614/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
322,(72010),"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations     ",27.0,43.75,57.99,https://www.jobbank.gc.ca/marketreport/wages-occupation/26630/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
323,(72011),"Contractors and supervisors, electrical trades and telecommunications occupations     ",27.5,41.6,55.49,https://www.jobbank.gc.ca/marketreport/wages-occupation/24178/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
324,(72012),"Contractors and supervisors, pipefitting trades     ",31.73,40.0,66.97,https://www.jobbank.gc.ca/marketreport/wages-occupation/14521/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
325,(72013),"Contractors and supervisors, carpentry trades     ",27.0,36.0,49.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/14533/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
326,(72014),"Contractors and supervisors, other construction trades, installers, repairers and servicers     ",22.0,33.75,42.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/295864/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
327,(72020),"Contractors and supervisors, mechanic trades     ",25.0,42.0,57.69,https://www.jobbank.gc.ca/marketreport/wages-occupation/6784/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
328,(72021),"Contractors and supervisors, heavy equipment operator crews     ",27.0,39.8,57.69,https://www.jobbank.gc.ca/marketreport/wages-occupation/16631/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
329,(72022),"Supervisors, printing and related occupations     ",23.0,27.0,38.46,https://www.jobbank.gc.ca/marketreport/wages-occupation/6922/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
330,(72023),"Supervisors, railway transport operations     ",0.0,46.34,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/7095/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
331,(72024),"Supervisors, motor transport and other ground transit operators     ",24.0,33.65,53.85,https://www.jobbank.gc.ca/marketreport/wages-occupation/7128/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
332,(72025),"Supervisors, mail and message distribution occupations     ",21.0,26.0,47.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/448/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
333,(72100),Machinists and machining and tooling inspectors     ,21.0,37.5,48.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/16851/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
334,(72101),Tool and die makers     ,0.0,36.57,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/7182/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
335,(72102),Sheet metal workers     ,22.72,30.94,43.44,https://www.jobbank.gc.ca/marketreport/wages-occupation/4771/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
336,(72103),Boilermakers     ,44.63,49.1,55.31,https://www.jobbank.gc.ca/marketreport/wages-occupation/4792/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
337,(72104),Structural metal and platework fabricators and fitters     ,23.0,33.0,45.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/4838/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
338,(72105),Ironworkers     ,26.0,37.58,49.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/6366/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
339,(72106),Welders and related machine operators     ,23.85,32.0,45.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/23250/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
340,(72200),Electricians (except industrial and power system)     ,20.0,31.66,45.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/20678/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
341,(72201),Industrial electricians     ,30.0,45.0,51.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/16887/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
342,(72202),Power system electricians     ,26.96,48.82,71.71,https://www.jobbank.gc.ca/marketreport/wages-occupation/7205/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
343,(72203),Electrical power line and cable workers     ,40.0,52.37,63.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/7220/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
344,(72204),Telecommunications line and cable installers and repairers     ,30.0,37.0,62.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/16938/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
345,(72205),Telecommunications equipment installation and cable television service technicians      ,21.0,36.0,45.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/16957/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
346,(72300),Plumbers     ,21.0,30.0,49.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/4747/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
347,(72301),"Steamfitters, pipefitters and sprinkler system installers     ",25.0,40.52,53.65,https://www.jobbank.gc.ca/marketreport/wages-occupation/21485/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
348,(72302),Gas fitters     ,31.0,37.75,45.16,https://www.jobbank.gc.ca/marketreport/wages-occupation/16971/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
349,(72310),Carpenters     ,21.5,30.25,40.89,https://www.jobbank.gc.ca/marketreport/wages-occupation/6388/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
350,(72311),Cabinetmakers     ,20.0,25.0,32.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/16991/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
351,(72320),Bricklayers     ,26.0,37.0,48.38,https://www.jobbank.gc.ca/marketreport/wages-occupation/6438/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
352,(72321),Insulators     ,22.0,32.65,43.83,https://www.jobbank.gc.ca/marketreport/wages-occupation/17074/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
353,(72400),Construction millwrights and industrial mechanics     ,26.5,40.0,53.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/14719/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
354,(72401),Heavy-duty equipment mechanics     ,27.23,43.5,55.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/7480/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
355,(72402),"Heating, refrigeration and air conditioning mechanics     ",19.75,38.5,53.78,https://www.jobbank.gc.ca/marketreport/wages-occupation/7509/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
356,(72403),Railway carmen/women     ,22.0,43.75,54.29,https://www.jobbank.gc.ca/marketreport/wages-occupation/7538/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
357,(72404),Aircraft mechanics and aircraft inspectors     ,24.0,35.0,45.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/7602/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
358,(72406),Elevator constructors and mechanics     ,32.0,52.5,62.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/723/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
359,(72410),"Automotive service technicians, truck and bus mechanics and mechanical repairers     ",20.0,35.0,45.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/14857/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
360,(72411),"Auto body collision, refinishing and glass technicians and damage repair estimators     ",20.0,28.85,38.46,https://www.jobbank.gc.ca/marketreport/wages-occupation/7671/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
361,(72421),Appliance servicers and repairers     ,18.2,26.0,37.3,https://www.jobbank.gc.ca/marketreport/wages-occupation/24751/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
362,(72422),Electrical mechanics     ,21.9,38.42,57.15,https://www.jobbank.gc.ca/marketreport/wages-occupation/7776/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
363,(72423),"Motorcycle, all-terrain vehicle and other related mechanics     ",24.0,35.0,40.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/14966/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
364,(72429),Other small engine and small equipment repairers     ,19.0,25.0,34.8,https://www.jobbank.gc.ca/marketreport/wages-occupation/21584/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
365,(72500),Crane operators     ,25.75,41.0,53.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/7891/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
366,(72600),"Air pilots, flight engineers and flying instructors     ",29.0,57.69,100.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/18175/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
367,(72601),Air traffic controllers and related occupations     ,27.71,68.78,117.33,https://www.jobbank.gc.ca/marketreport/wages-occupation/296775/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
368,(72602),"Deck officers, water transport     ",25.0,40.06,54.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/3660/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
369,(72603),"Engineer officers, water transport     ",25.0,42.5,55.6,https://www.jobbank.gc.ca/marketreport/wages-occupation/3731/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
370,(72604),Railway traffic controllers and marine traffic regulators     ,0.0,44.03,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/18183/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
371,(72999),Other technical trades and related occupations     ,17.4,32.02,51.6,https://www.jobbank.gc.ca/marketreport/wages-occupation/26814/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
372,(73100),Concrete finishers     ,25.0,33.0,41.76,https://www.jobbank.gc.ca/marketreport/wages-occupation/6481/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
373,(73101),Tilesetters     ,20.5,27.0,35.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/17013/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
374,(73102),"Plasterers, drywall installers and finishers and lathers     ",20.2,28.73,38.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/21540/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
375,(73110),Roofers and shinglers     ,23.0,30.0,38.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/17037/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
376,(73111),Glaziers     ,22.0,30.0,38.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/6509/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
377,(73112),Painters and decorators (except interior decorators)     ,20.0,27.0,33.23,https://www.jobbank.gc.ca/marketreport/wages-occupation/6517/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
378,(73113),Floor covering installers     ,20.0,28.25,37.55,https://www.jobbank.gc.ca/marketreport/wages-occupation/21553/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
379,(73200),Residential and commercial installers and servicers     ,18.0,27.0,37.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/8093/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
380,(73201),General building maintenance workers and building superintendents      ,17.4,26.22,38.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/14402/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
381,(73202),Pest controllers and fumigators     ,17.4,23.9,38.57,https://www.jobbank.gc.ca/marketreport/wages-occupation/15169/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
382,(73209),Other repairers and servicers     ,17.4,25.0,38.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/26183/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
383,(73300),Transport truck drivers     ,20.0,30.0,39.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/296484/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
384,(73301),"Bus drivers, subway operators and other transit operators     ",20.0,30.55,37.1,https://www.jobbank.gc.ca/marketreport/wages-occupation/23334/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
385,(73310),Railway and yard locomotive engineers     ,35.88,48.69,59.16,https://www.jobbank.gc.ca/marketreport/wages-occupation/7859/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
386,(73311),Railway conductors and brakemen/women     ,24.92,40.0,54.09,https://www.jobbank.gc.ca/marketreport/wages-occupation/7881/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
387,(73400),Heavy equipment operators     ,25.0,34.0,43.33,https://www.jobbank.gc.ca/marketreport/wages-occupation/15029/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
388,(73401),Printing press operators     ,20.0,27.5,40.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/10477/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
389,(73402),"Drillers and blasters - surface mining, quarrying and construction     ",29.26,39.0,49.17,https://www.jobbank.gc.ca/marketreport/wages-occupation/10435/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
390,(74100),Mail and parcel sorters and related occupations     ,17.4,27.6,30.24,https://www.jobbank.gc.ca/marketreport/wages-occupation/2382/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
391,(74101),Letter carriers     ,22.46,27.78,31.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/15239/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
392,(74102),Couriers and messengers     ,17.4,21.0,31.92,https://www.jobbank.gc.ca/marketreport/wages-occupation/25911/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
393,(74200),Railway yard and track maintenance workers     ,21.0,31.0,39.16,https://www.jobbank.gc.ca/marketreport/wages-occupation/26694/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
394,(74201),Water transport deck and engine room crew     ,21.0,30.0,39.71,https://www.jobbank.gc.ca/marketreport/wages-occupation/26732/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
395,(74202),Air transport ramp attendants     ,18.25,23.0,30.33,https://www.jobbank.gc.ca/marketreport/wages-occupation/8080/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
396,(74203),Automotive and heavy truck and equipment parts installers and servicers      ,17.4,21.0,32.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/8245/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
397,(74204),Utility maintenance workers     ,29.0,36.21,54.95,https://www.jobbank.gc.ca/marketreport/wages-occupation/8211/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
398,(74205),Public works maintenance equipment operators and related workers     ,25.0,30.0,38.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/10566/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
399,(75100),Longshore workers     ,20.15,48.23,66.9,https://www.jobbank.gc.ca/marketreport/wages-occupation/8367/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
400,(75101),Material handlers     ,17.4,20.0,34.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/16666/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
401,(75110),Construction trades helpers and labourers     ,18.0,24.0,34.87,https://www.jobbank.gc.ca/marketreport/wages-occupation/8451/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
402,(75119),Other trades helpers and labourers     ,18.0,24.15,35.4,https://www.jobbank.gc.ca/marketreport/wages-occupation/16783/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
403,(75200),Taxi and limousine drivers and chauffeurs     ,17.4,21.88,36.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/10561/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
404,(75201),Delivery service drivers and door-to-door distributors     ,17.4,20.35,31.92,https://www.jobbank.gc.ca/marketreport/wages-occupation/2433/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
405,(75210),Boat and cable ferry operators and related occupations     ,20.57,29.6,38.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/10601/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
406,(75211),Railway and motor transport labourers     ,18.0,23.0,29.87,https://www.jobbank.gc.ca/marketreport/wages-occupation/8660/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
407,(75212),Public works and maintenance labourers     ,23.0,30.05,35.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/8630/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
408,(80010),Managers in natural resources production and fishing     ,38.46,57.69,100.96,https://www.jobbank.gc.ca/marketreport/wages-occupation/43/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
409,(80021),Managers in horticulture     ,17.4,20.0,31.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/295876/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
410,(80022),Managers in aquaculture     ,17.4,32.46,53.53,https://www.jobbank.gc.ca/marketreport/wages-occupation/9126/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
411,(82010),"Supervisors, logging and forestry     ",32.05,41.9,55.42,https://www.jobbank.gc.ca/marketreport/wages-occupation/8694/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
412,(82020),"Supervisors, mining and quarrying     ",35.0,48.0,58.41,https://www.jobbank.gc.ca/marketreport/wages-occupation/20118/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
413,(82021),"Contractors and supervisors, oil and gas drilling and services     ",28.85,45.8,85.1,https://www.jobbank.gc.ca/marketreport/wages-occupation/21761/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
414,(82030),Agricultural service contractors and farm supervisors     ,17.4,21.0,28.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/21984/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
415,(82031),"Contractors and supervisors, landscaping, grounds maintenance and horticulture services     ",18.0,28.0,41.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/26840/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
416,(83100),Underground production and development miners     ,32.0,41.0,50.33,https://www.jobbank.gc.ca/marketreport/wages-occupation/8740/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
417,(83101),"Oil and gas well drillers, servicers, testers and related workers     ",25.0,46.56,60.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/20144/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
418,(83110),Logging machinery operators     ,25.0,34.3,40.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/21779/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
419,(83121),Fishermen/women     ,20.0,40.0,57.52,https://www.jobbank.gc.ca/marketreport/wages-occupation/20167/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
420,(84100),Underground mine service and support workers      ,17.4,44.64,56.23,https://www.jobbank.gc.ca/marketreport/wages-occupation/9160/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
421,(84101),Oil and gas well drilling and related workers and services operators      ,29.5,40.0,45.5,https://www.jobbank.gc.ca/marketreport/wages-occupation/839/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
422,(84110),Chain saw and skidder operators     ,27.0,34.75,40.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/9217/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
